MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
7/22/2025 14:53:15,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,0,1,0,0,,,0.0
7/22/2025 14:55:24,1.17.0,Bandit100,40,4.03,3.0,20,0,100,Pellet,Right,0,1,1,0,Timed_out,,
7/22/2025 14:56:20,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,1,1,1,1,,,0.18
7/22/2025 14:56:20,1.17.0,Bandit100,40,4.03,,20,0,100,LeftinTimeOut,Right,1,1,1,1,,,
7/22/2025 14:56:34,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,2,1,1,1,,,0.7
7/22/2025 14:56:48,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,2,2,1,1,,,0.07
7/22/2025 14:56:49,1.17.0,Bandit100,40,4.03,,20,0,100,RightDuringDispense,Right,2,2,1,1,,,1.38
7/22/2025 14:56:53,1.17.0,Bandit100,40,4.03,2.0,20,0,100,Pellet,Right,2,2,2,1,0.79,89.0,
7/22/2025 14:58:48,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,2,3,2,2,,,1.0
7/22/2025 14:58:57,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,2,3,3,2,7.89,124.0,
7/22/2025 15:00:20,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,2,4,3,3,,,0.15
7/22/2025 15:00:21,1.17.0,Bandit100,40,4.03,,20,0,100,RightDuringDispense,Right,2,4,3,3,,,0.55
7/22/2025 15:00:29,1.17.0,Bandit100,40,4.02,2.0,20,0,100,Pellet,Right,2,4,4,3,5.22,92.0,
7/22/2025 15:01:27,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,3,4,4,4,,,0.16
7/22/2025 15:03:41,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,4,4,4,4,,,0.09
7/22/2025 15:03:41,1.17.0,Bandit100,40,4.03,,20,0,100,LeftinTimeOut,Right,4,4,4,4,,,
7/22/2025 15:04:06,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,5,4,4,4,,,0.13
7/22/2025 15:04:08,1.17.0,Bandit100,40,4.03,,20,0,100,RightinTimeout,Right,5,4,4,4,,,0.0
7/22/2025 15:04:08,1.17.0,Bandit100,40,4.03,,20,0,100,RightinTimeout,Right,5,4,4,4,,,0.0
7/22/2025 15:05:22,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,6,4,4,4,,,0.36
7/22/2025 15:06:46,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,6,5,4,4,,,0.24
7/22/2025 15:06:52,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,6,5,5,4,5.54,383.0,
7/22/2025 15:08:40,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,7,5,5,5,,,0.2
7/22/2025 15:24:48,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,7,6,5,5,,,0.03
7/22/2025 15:24:55,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,7,6,6,5,5.73,1083.0,
7/22/2025 15:30:09,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,7,7,6,6,,,0.32
7/22/2025 15:30:16,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,7,7,7,6,6.43,321.0,
7/22/2025 15:31:41,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,7,8,7,7,,,0.14
7/22/2025 15:31:43,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,7,8,8,7,1.35,87.0,
7/22/2025 15:34:24,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,8,8,8,8,,,0.17
7/22/2025 15:34:25,1.17.0,Bandit100,40,4.03,,20,0,100,LeftinTimeOut,Right,8,8,8,8,,,
7/22/2025 15:35:06,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,8,9,8,8,,,0.06
7/22/2025 15:35:10,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,8,9,9,8,3.64,207.0,
7/22/2025 16:16:29,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,9,9,9,9,,,0.0
7/22/2025 16:19:05,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,9,10,9,9,,,0.23
7/22/2025 16:19:08,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,9,10,10,9,2.11,2638.0,
7/22/2025 16:19:50,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,9,11,10,10,,,0.31
7/22/2025 16:19:52,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,9,11,11,10,1.35,44.0,
7/22/2025 16:20:31,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,9,12,11,11,,,0.04
7/22/2025 16:20:31,1.17.0,Bandit100,40,4.03,,20,0,100,RightDuringDispense,Right,9,12,11,11,,,0.01
7/22/2025 16:20:38,1.17.0,Bandit100,40,4.03,3.0,20,0,100,Pellet,Right,9,12,12,11,2.18,46.0,
7/22/2025 16:21:15,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,9,13,12,12,,,0.28
7/22/2025 16:21:18,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,9,13,13,12,2.05,40.0,
7/22/2025 16:23:22,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,9,14,13,13,,,0.61
7/22/2025 16:23:23,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,9,14,14,13,0.66,125.0,
7/22/2025 16:23:47,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,9,15,14,14,,,0.19
7/22/2025 16:23:50,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,9,15,15,14,1.80,27.0,
7/22/2025 16:24:29,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,10,15,15,15,,,0.96
7/22/2025 16:24:31,1.17.0,Bandit100,40,4.03,,20,0,100,LeftinTimeOut,Right,10,15,15,15,,,
7/22/2025 16:25:08,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,10,16,15,15,,,0.47
7/22/2025 16:25:10,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,10,16,16,15,1.23,80.0,
7/22/2025 16:25:37,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,10,17,16,16,,,0.59
7/22/2025 16:25:38,1.17.0,Bandit100,40,4.03,2.0,20,0,100,Pellet,Right,10,17,17,16,0.66,28.0,
7/22/2025 16:26:25,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,11,17,17,17,,,0.1
7/22/2025 16:27:00,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,11,18,17,17,,,0.0
7/22/2025 16:27:02,1.17.0,Bandit100,40,4.02,1.0,20,0,100,Pellet,Right,11,18,18,17,1.35,84.0,
7/22/2025 16:28:09,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,11,19,18,18,,,0.48
7/22/2025 16:28:11,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,11,19,19,18,1.42,69.0,
7/22/2025 16:28:53,1.17.0,Bandit100,40,4.03,,20,0,100,Right,Right,11,20,19,19,,,0.37
7/22/2025 16:28:55,1.17.0,Bandit100,40,4.03,1.0,20,0,100,Pellet,Right,11,20,20,19,1.04,44.0,
7/22/2025 16:29:26,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,11,21,20,0,,,0.5
7/22/2025 16:29:31,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,11,21,20,0,,,0.0
7/22/2025 16:29:35,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,11,21,20,0,,,0.0
7/22/2025 16:29:36,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,11,21,20,0,,,0.0
7/22/2025 16:29:38,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,11,21,20,0,,,0.0
7/22/2025 16:29:38,1.17.0,Bandit100,40,4.02,,20,100,0,RightinTimeout,Left,11,21,20,0,,,0.0
7/22/2025 16:30:06,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,12,21,20,0,,,0.41
7/22/2025 16:30:08,1.17.0,Bandit100,40,4.03,,20,100,0,LeftWithPellet,Left,12,21,20,0,,,0.13
7/22/2025 16:30:12,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,12,21,21,0,4.93,77.0,
7/22/2025 16:32:31,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,22,21,1,,,0.34
7/22/2025 16:32:42,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,23,21,1,,,0.2
7/22/2025 16:33:18,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,24,21,1,,,0.3
7/22/2025 17:01:29,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,25,21,1,,,0.42
7/22/2025 17:01:33,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,25,21,1,,,
7/22/2025 17:01:34,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,25,21,1,,,
7/22/2025 17:01:38,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,25,21,1,,,
7/22/2025 17:01:40,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,25,21,1,,,
7/22/2025 17:01:45,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,25,21,1,,,0.0
7/22/2025 17:01:45,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,25,21,1,,,0.0
7/22/2025 17:01:52,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,25,21,1,,,
7/22/2025 17:01:57,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,25,21,1,,,0.0
7/22/2025 17:02:01,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,25,21,1,,,0.0
7/22/2025 17:02:01,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,25,21,1,,,0.0
7/22/2025 17:02:01,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,25,21,1,,,0.0
7/22/2025 17:02:02,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,25,21,1,,,0.0
7/22/2025 17:02:20,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,26,21,1,,,0.39
7/22/2025 17:04:11,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,27,21,1,,,0.56
7/22/2025 17:12:00,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,28,21,1,,,0.32
7/22/2025 17:12:31,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,29,21,1,,,0.34
7/22/2025 17:12:50,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,30,21,1,,,0.21
7/22/2025 17:12:53,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,30,21,1,,,0.0
7/22/2025 17:12:54,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,30,21,1,,,0.0
7/22/2025 17:12:54,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,30,21,1,,,0.0
7/22/2025 17:13:12,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,31,21,1,,,0.57
7/22/2025 17:16:27,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,32,21,1,,,0.04
7/22/2025 17:16:32,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,32,21,1,,,0.0
7/22/2025 17:16:32,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,32,21,1,,,0.0
7/22/2025 17:21:10,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,33,21,1,,,0.5
7/22/2025 17:21:14,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,33,21,1,,,0.0
7/22/2025 17:21:14,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,33,21,1,,,0.0
7/22/2025 17:21:14,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,33,21,1,,,0.0
7/22/2025 17:21:15,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,12,33,21,1,,,0.0
7/22/2025 17:21:21,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,33,21,1,,,
7/22/2025 17:21:40,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,12,34,21,1,,,0.46
7/22/2025 17:21:43,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:21:46,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:21:48,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:21:49,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:21:51,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:21:54,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:21:56,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:21:57,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:22:02,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:22:06,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,12,34,21,1,,,
7/22/2025 17:22:18,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,13,34,21,1,,,0.04
7/22/2025 17:22:20,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,13,34,22,1,1.80,3128.0,
7/22/2025 17:23:07,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,14,34,22,2,,,0.41
7/22/2025 17:23:12,1.17.0,Bandit100,40,4.02,1.0,20,100,0,Pellet,Left,14,34,23,2,3.89,51.0,
7/22/2025 17:24:04,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,14,35,23,3,,,0.07
7/22/2025 17:24:04,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,35,23,3,,,0.0
7/22/2025 17:24:10,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,14,35,23,3,,,
7/22/2025 17:24:17,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,14,35,23,3,,,
7/22/2025 17:24:18,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,14,35,23,3,,,
7/22/2025 17:24:19,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,14,35,23,3,,,
7/22/2025 17:24:21,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,14,35,23,3,,,
7/22/2025 17:24:33,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,14,36,23,3,,,0.47
7/22/2025 17:24:40,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,36,23,3,,,0.0
7/22/2025 17:24:44,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,36,23,3,,,0.0
7/22/2025 17:24:44,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,36,23,3,,,0.0
7/22/2025 17:24:46,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,36,23,3,,,0.0
7/22/2025 17:24:46,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,36,23,3,,,0.0
7/22/2025 17:24:49,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,14,36,23,3,,,
7/22/2025 17:25:03,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,14,37,23,3,,,0.14
7/22/2025 17:25:10,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,37,23,3,,,0.0
7/22/2025 17:25:10,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,37,23,3,,,0.0
7/22/2025 17:25:10,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,37,23,3,,,0.0
7/22/2025 17:25:11,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,37,23,3,,,0.0
7/22/2025 17:25:12,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,37,23,3,,,0.0
7/22/2025 17:25:13,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,37,23,3,,,0.0
7/22/2025 17:25:13,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,14,37,23,3,,,0.0
7/22/2025 17:28:55,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,15,37,23,3,,,0.83
7/22/2025 17:28:57,1.17.0,Bandit100,40,4.03,,20,100,0,LeftWithPellet,Left,15,37,23,3,,,0.4
7/22/2025 17:28:59,1.17.0,Bandit100,40,4.03,,20,100,0,LeftWithPellet,Left,15,37,23,3,,,0.42
7/22/2025 17:29:03,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,15,37,24,3,7.18,352.0,
7/22/2025 17:29:58,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,15,38,24,4,,,0.41
7/22/2025 17:30:04,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:07,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:07,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:08,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:13,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:13,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:14,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:20,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:21,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,15,38,24,4,,,0.0
7/22/2025 17:30:24,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,15,38,24,4,,,
7/22/2025 17:30:28,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,15,38,24,4,,,
7/22/2025 17:30:30,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,15,38,24,4,,,
7/22/2025 17:30:32,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,15,38,24,4,,,
7/22/2025 17:30:43,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,16,38,24,4,,,0.23
7/22/2025 17:30:49,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,16,38,25,4,4.46,106.0,
7/22/2025 17:31:22,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,16,39,25,5,,,0.33
7/22/2025 17:31:28,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,39,25,5,,,0.0
7/22/2025 17:31:28,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,39,25,5,,,0.0
7/22/2025 17:31:32,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,39,25,5,,,0.0
7/22/2025 17:31:32,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,39,25,5,,,0.0
7/22/2025 17:31:32,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,39,25,5,,,0.0
7/22/2025 17:34:43,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,16,40,25,5,,,0.53
7/22/2025 17:34:48,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:34:55,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:34:56,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:34:56,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:34:56,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:34:57,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:34:57,1.17.0,Bandit100,40,4.02,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:02,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:02,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:02,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:04,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:04,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:04,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:05,1.17.0,Bandit100,40,4.02,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:05,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:11,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,16,40,25,5,,,
7/22/2025 17:35:15,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,16,40,25,5,,,
7/22/2025 17:35:20,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,16,40,25,5,,,
7/22/2025 17:35:21,1.17.0,Bandit100,40,4.03,,20,100,0,LeftinTimeOut,Left,16,40,25,5,,,
7/22/2025 17:35:26,1.17.0,Bandit100,40,4.03,,20,100,0,RightinTimeout,Left,16,40,25,5,,,0.0
7/22/2025 17:35:43,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,17,40,25,5,,,0.69
7/22/2025 17:35:45,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,17,40,26,5,1.10,296.0,
7/22/2025 17:36:12,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,18,40,26,6,,,0.32
7/22/2025 17:36:15,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,18,40,27,6,2.62,30.0,
7/22/2025 17:36:47,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,19,40,27,7,,,0.61
7/22/2025 17:36:52,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,19,40,28,7,4.15,37.0,
7/22/2025 17:37:31,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,20,40,28,8,,,0.31
7/22/2025 17:37:36,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,20,40,29,8,4.46,44.0,
7/22/2025 17:38:50,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,21,40,29,9,,,0.33
7/22/2025 17:38:56,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,21,40,30,9,5.60,80.0,
7/22/2025 17:39:33,1.17.0,Bandit100,40,4.03,,20,100,0,Right,Left,21,41,30,10,,,0.31
7/22/2025 17:40:23,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,22,41,30,10,,,0.16
7/22/2025 17:40:25,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,22,41,31,10,1.10,89.0,
7/22/2025 17:40:59,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,23,41,31,11,,,0.04
7/22/2025 17:41:02,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,23,41,32,11,2.24,37.0,
7/22/2025 17:41:29,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,24,41,32,12,,,0.33
7/22/2025 17:41:33,1.17.0,Bandit100,40,4.02,2.0,20,100,0,Pellet,Left,24,41,33,12,1.54,31.0,
7/22/2025 17:42:03,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,25,41,33,13,,,0.22
7/22/2025 17:42:06,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,25,41,34,13,2.05,33.0,
7/22/2025 17:42:35,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,26,41,34,14,,,0.25
7/22/2025 17:42:40,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,26,41,35,14,3.83,34.0,
7/22/2025 17:43:29,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,27,41,35,15,,,0.11
7/22/2025 17:43:31,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,27,41,36,15,1.16,51.0,
7/22/2025 17:47:57,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,28,41,36,16,,,0.08
7/22/2025 17:47:59,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,28,41,37,16,0.72,268.0,
7/22/2025 17:48:23,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,29,41,37,17,,,0.2
7/22/2025 17:48:25,1.17.0,Bandit100,40,4.03,2.0,20,100,0,Pellet,Left,29,41,38,17,0.66,26.0,
7/22/2025 17:48:57,1.17.0,Bandit100,40,4.02,,20,100,0,Left,Left,30,41,38,18,,,0.05
7/22/2025 17:49:00,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,30,41,39,18,1.99,35.0,
7/22/2025 17:58:11,1.17.0,Bandit100,40,4.03,,20,100,0,Left,Left,31,41,39,19,,,0.22
7/22/2025 17:58:13,1.17.0,Bandit100,40,4.03,1.0,20,100,0,Pellet,Left,31,41,40,19,0.91,553.0,
7/22/2025 17:58:39,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,32,41,40,0,,,0.06
7/22/2025 18:00:08,1.17.0,Bandit100,40,4.02,,20,0,100,Left,Right,33,41,40,0,,,0.23
7/22/2025 18:03:36,1.17.0,Bandit100,40,4.03,,20,0,100,Left,Right,34,41,40,0,,,0.24
7/22/2025 18:03:43,1.17.0,Bandit100,40,4.03,,20,0,100,LeftinTimeOut,Right,34,41,40,0,,,
7/22/2025 18:03:44,1.17.0,Bandit100,40,4.03,,20,0,100,LeftinTimeOut,Right,34,41,40,0,,,
7/22/2025 18:03:46,1.17.0,Bandit100,40,4.03,,20,0,100,LeftinTimeOut,Right,34,41,40,0,,,
